"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,5.09662248,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,5.37721194,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,5.456731,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,5.974402813,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.923771214,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,7.317196695,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.915189152,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.674795623,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.599984623,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.969772851,,
"AUT","Austria","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.565249516,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,25.10121499,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,24.99625199,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,25.06347571,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,25.91248544,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,29.00172847,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,30.02605044,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,26.51836151,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,23.10351791,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,24.28174052,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,26.07505795,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,26.32218202,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,21.89263039,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,21.65419105,,
"HUN","Hungary","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,20.20583833,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,5.778311358,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,4.846869157,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,5.138659817,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,6.068944859,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,6.621138573,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,6.630036599,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,5.969516806,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5.307908326,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,4.676552229,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.292340883,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.78138098,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.089326125,,
"NOR","Norway","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.236328424,,
"FIN","Finland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,13.40440641,,
"FIN","Finland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.95286214,,
"FIN","Finland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.71536276,,
"FIN","Finland","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.608540965,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,7.3111075,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.114049712,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,8.758623117,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.007443538,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.490055713,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.85534773,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.335110512,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.577156775,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.550965847,,
"EST","Estonia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.21428141,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,4.727055382,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,5.218262472,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,5.432665262,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.031916398,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,6.26521915,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,6.657968913,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,6.595477874,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,7.299264203,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.056753015,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.553049312,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.297482501,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.033464339,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.629862139,,
"SWE","Sweden","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.322171476,,
"SVN","Slovenia","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,15.78947379,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,21.56339478,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,18.33561395,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,14.65262588,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,12.35603039,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,11.41692638,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,10.64475646,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,10.69271341,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,11.31555037,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,11.68221614,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,11.99250136,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,12.30923199,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,14.16781389,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,15.97664466,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,17.82156243,,
"ESP","Spain","ENT13","Share of self-employed in the population of employed with foreign-citizenship","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,18.33825184,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,11.07269721,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,11.14019542,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,10.62650928,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.812978932,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.923533961,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.243229885,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.065809388,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.857625835,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.972496823,,
"ITA","Italy","ENT13","Share of self-employed in the population of employed with foreign-citizenship","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.13868476,,
